qpid	desc
ZLC06G0024880	DNA recombination
ZLC06G0024890	microtubule cytoskeleton organization
ZLC06G0024910	xylan acetylation
ZLC06G0024910	plant-type secondary cell wall biogenesis
ZLC06G0024930	defense response to other organism
ZLC06G0024950	regulation of pH
ZLC06G0024950	potassium ion transport
ZLC06G0024950	proton transmembrane transport
ZLC06G0024960	regulation of DNA-templated transcription
ZLC06G0025000	receptor-mediated endocytosis
ZLC06G0025000	intracellular protein transport
ZLC06G0025040	methylation
ZLC06G0025040	cellular process
ZLC06G0025050	methylation
ZLC06G0025050	cellular process
ZLC06G0025060	SNARE complex disassembly
ZLC06G0025060	intracellular protein transport
ZLC06G0025060	malate metabolic process
ZLC06G0025070	brassinosteroid homeostasis
ZLC06G0025070	brassinosteroid biosynthetic process
ZLC06G0025070	sterol metabolic process
ZLC06G0025070	pollen tube development
ZLC06G0025070	anther wall tapetum cell differentiation
ZLC06G0025070	positive regulation of flower development
ZLC06G0025070	pollen exine formation
ZLC06G0025070	response to UV-B
ZLC06G0025070	terpenoid biosynthetic process
ZLC06G0025080	UDP-N-acetylglucosamine biosynthetic process
ZLC06G0025080	sulfolipid biosynthetic process
ZLC06G0025080	UDP-glucose metabolic process
ZLC06G0025100	clathrin coat assembly
ZLC06G0025100	vesicle budding from membrane
ZLC06G0025100	clathrin-dependent endocytosis
ZLC06G0025110	response to oxidative stress
ZLC06G0025110	cellular oxidant detoxification
ZLC06G0025120	response to strigolactone
ZLC06G0025120	chromatin organization
ZLC06G0025120	proteolysis
ZLC06G0025120	regulation of DNA-templated transcription
ZLC06G0025130	meiotic sister chromatid cohesion, centromeric
ZLC06G0025130	spindle assembly checkpoint signaling
ZLC06G0025130	negative regulation of mitotic metaphase/anaphase transition
ZLC06G0025130	mitotic spindle checkpoint signaling
ZLC06G0025150	defense response to fungus
ZLC06G0025150	chromatin remodeling
ZLC06G0025160	green leaf volatile biosynthetic process
ZLC06G0025160	regulation of DNA-templated transcription
ZLC06G0025170	regulation of transcription by RNA polymerase II
ZLC06G0025180	N-glycan processing
ZLC06G0025180	cellular process
ZLC06G0025200	tyrosine biosynthetic process
ZLC06G0025210	regulation of DNA-templated transcription
ZLC06G0025220	positive regulation of anaphase-promoting complex-dependent catabolic process
ZLC06G0025220	anaphase-promoting complex-dependent catabolic process
ZLC06G0025220	cell division
ZLC06G0025220	positive regulation of cellular process
ZLC06G0025220	protein ubiquitination
ZLC06G0025240	defense response to fungus
ZLC06G0025240	vesicle-mediated transport
ZLC06G0025290	polyamine transmembrane transport
ZLC06G0025310	protein ubiquitination
ZLC06G0025310	cellular process
ZLC06G0025320	regulation of DNA-templated transcription
ZLC06G0025340	UDP-xylose transmembrane transport
ZLC06G0025370	removal of superoxide radicals
ZLC06G0025400	carbohydrate metabolic process
ZLC06G0025400	cellular process
ZLC06G0025410	ERAD pathway
ZLC06G0025410	translation
ZLC06G0025430	N-glycan fucosylation
ZLC06G0025430	protein N-linked glycosylation
ZLC06G0025440	glycerol-3-phosphate catabolic process
ZLC06G0025440	NADH oxidation
ZLC06G0025440	carbohydrate metabolic process
ZLC06G0025440	systemic acquired resistance
ZLC06G0025440	glycerolipid biosynthetic process
ZLC06G0025440	glycerophospholipid metabolic process
ZLC06G0025440	phospholipid biosynthetic process
ZLC06G0025440	phosphorelay signal transduction system
ZLC06G0025450	cellular response to heat
ZLC06G0025450	protein refolding
ZLC06G0025450	signal peptide processing
ZLC06G0025450	regulation of DNA-templated transcription
ZLC06G0025460	Golgi to plasma membrane transport
ZLC06G0025500	double-strand break repair via homologous recombination
ZLC06G0025510	lipid metabolic process
ZLC06G0025510	monocarboxylic acid biosynthetic process
ZLC06G0025530	exocytosis
ZLC06G0025530	Golgi to plasma membrane transport
ZLC06G0025540	negative regulation of fatty acid biosynthetic process
ZLC06G0025550	pollen tube guidance
ZLC06G0025550	embryo development ending in seed dormancy
ZLC06G0025550	maintenance of protein localization in endoplasmic reticulum
ZLC06G0025560	release of sequestered calcium ion into cytosol
ZLC06G0025560	phosphatidylinositol-mediated signaling
ZLC06G0025560	lipid catabolic process
ZLC06G0025590	lipid homeostasis
ZLC06G0025590	mitochondrion organization
ZLC06G0025610	cytokinin biosynthetic process
ZLC06G0025630	plant-type cell wall organization
ZLC06G0025640	proteasomal protein catabolic process
ZLC06G0025640	arginyl-tRNA aminoacylation
ZLC06G0025650	guanine transport
ZLC06G0025650	adenine transport
ZLC06G0025650	purine nucleobase transmembrane transport
ZLC06G0025680	protein import into nucleus
ZLC06G0025690	proton motive force-driven ATP synthesis
ZLC06G0025690	proton transmembrane transport
ZLC06G0025720	defense response
ZLC06G0025720	response to other organism
ZLC06G0025720	chromatin remodeling
ZLC06G0025730	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
ZLC06G0025730	protein targeting to vacuole
ZLC06G0025750	magnesium ion transmembrane transport
ZLC06G0025770	rRNA base methylation
ZLC06G0025770	tRNA methylation
ZLC06G0025770	transcription initiation at RNA polymerase II promoter
ZLC06G0025800	biosynthetic process
ZLC06G0025800	cellular process
ZLC06G0025810	transmembrane transport
ZLC06G0025860	RNA 3' uridylation
ZLC06G0025860	miRNA catabolic process
ZLC06G0025880	gene silencing by siRNA-directed DNA methylation
ZLC06G0025890	regulatory ncRNA-mediated gene silencing
ZLC06G0025900	cytokinin-activated signaling pathway
ZLC06G0025900	phosphorelay signal transduction system
ZLC06G0025920	cytokinin-activated signaling pathway
ZLC06G0025920	phosphorelay signal transduction system
ZLC06G0025930	ATP transport
ZLC06G0025930	ADP transport
ZLC06G0025940	DNA-templated DNA replication
ZLC06G0025940	postreplication repair
ZLC06G0025940	sister chromatid cohesion
ZLC06G0025990	regulation of DNA-templated transcription
ZLC06G0026000	zinc ion transport
ZLC06G0026010	potassium ion transmembrane transport
ZLC06G0026050	purine nucleotide biosynthetic process
ZLC06G0026050	purine nucleobase biosynthetic process
ZLC06G0026050	IMP metabolic process
ZLC06G0026050	purine ribonucleoside monophosphate biosynthetic process
ZLC06G0026050	ribonucleotide biosynthetic process
ZLC06G0026060	plant-type cell wall organization
ZLC06G0026060	anatomical structure morphogenesis
ZLC06G0026070	regulation of DNA-templated transcription
ZLC06G0026080	positive regulation of circadian rhythm
ZLC06G0026080	entrainment of circadian clock
ZLC06G0026080	rhythmic process
ZLC06G0026090	regulation of primary metabolic process
ZLC06G0026090	regulation of gene expression
ZLC06G0026090	regulation of iron ion transport
ZLC06G0026090	response to iron ion
ZLC06G0026120	cell division
ZLC06G0026120	regulation of cell cycle
ZLC06G0026120	DNA endoreduplication
ZLC06G0026120	mitotic cell cycle
ZLC06G0026130	defense response to other organism
ZLC06G0026180	starch catabolic process
ZLC06G0026180	cellular process
ZLC06G0026200	proteolysis
ZLC06G0026200	cellular process
ZLC06G0026240	signal transduction
ZLC06G0026250	defense response
ZLC06G0026250	response to other organism
ZLC06G0026250	chromatin remodeling
ZLC06G0026260	RNA modification
ZLC06G0026260	cellular process
ZLC06G0026290	intracellular protein transport
ZLC06G0026290	vesicle-mediated transport
ZLC06G0026290	lytic vacuole organization
ZLC06G0026290	regulation of intracellular pH
ZLC06G0026290	vacuolar transport
ZLC06G0026340	proline biosynthetic process
ZLC06G0026350	chloroplast organization
ZLC06G0026350	positive regulation of DNA-templated transcription
ZLC06G0026360	cellular response to oxidative stress
ZLC06G0026380	methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione
ZLC06G0026390	positive regulation of ERAD pathway
ZLC06G0026400	glycophagy
ZLC06G0026400	protein localization to phagophore assembly site
ZLC06G0026400	nucleophagy
ZLC06G0026400	autophagy of mitochondrion
ZLC06G0026460	regulation of transcription by RNA polymerase II
ZLC06G0026470	DNA synthesis involved in DNA repair
ZLC06G0026470	DNA-templated DNA replication
ZLC06G0026500	proton motive force-driven ATP synthesis
ZLC06G0026500	monoatomic ion transport
ZLC06G0026500	inorganic cation transmembrane transport
ZLC06G0026510	removal of superoxide radicals
ZLC06G0026510	response to UV
ZLC06G0026590	polysaccharide catabolic process
ZLC06G0026590	cellular process
ZLC06G0026600	green leaf volatile biosynthetic process
ZLC06G0026600	response to gibberellin
ZLC06G0026600	response to ethylene
ZLC06G0026620	protein stabilization
ZLC06G0026620	cytoplasm protein quality control by the ubiquitin-proteasome system
ZLC06G0026670	jasmonic acid metabolic process
ZLC06G0026670	salicylic acid metabolic process
ZLC06G0026670	indoleacetic acid conjugate metabolic process
ZLC06G0026670	shoot system development
ZLC06G0026730	lipid storage
ZLC06G0026730	reproductive structure development
ZLC06G0026730	post-embryonic development
ZLC06G0026730	sexual reproduction
ZLC06G0026750	respiratory chain complex III assembly
ZLC06G0026750	mitochondrial respiratory chain complex assembly
ZLC06G0026750	mitochondrial respirasome assembly
ZLC06G0026780	viral penetration into host nucleus
ZLC06G0026780	symbiont entry into host cell
ZLC06G0026800	response to high light intensity
ZLC06G0026840	glycophagy
ZLC06G0026840	nucleophagy
ZLC06G0026840	autophagy of mitochondrion
ZLC06G0026840	autophagosome assembly
ZLC06G0026840	protein transport
ZLC06G0026850	biotin biosynthetic process
ZLC06G0026850	sphingolipid metabolic process
ZLC06G0026880	endoplasmic reticulum membrane organization
ZLC06G0026880	endoplasmic reticulum-plasma membrane tethering
ZLC06G0026890	cell wall modification
ZLC06G0026890	pectin catabolic process
ZLC06G0026910	regulation of DNA-templated transcription
ZLC06G0026920	positive regulation of plant-type hypersensitive response
ZLC06G0026920	ubiquitin-dependent protein catabolic process
ZLC06G0026920	protein ubiquitination
ZLC06G0026920	cellular process
ZLC06G0026960	vesicle-mediated transport
ZLC06G0026960	protein transport
ZLC06G0026970	vesicle-mediated transport
ZLC06G0026970	protein transport
ZLC06G0026990	telomere maintenance via telomerase
ZLC06G0026990	double-strand break repair via homologous recombination
ZLC06G0026990	meiotic cell cycle
ZLC06G0026990	nucleotide-excision repair
ZLC06G0027030	defense response to other organism
ZLC06G0027040	regulation of transcription by RNA polymerase II
ZLC06G0027090	positive regulation of transcription by RNA polymerase II
ZLC06G0027100	mitotic sister chromatid cohesion
ZLC06G0027100	RNA-templated DNA biosynthetic process
ZLC06G0027130	coumarin biosynthetic process
ZLC06G0027130	cellular process
ZLC06G0027140	gibberellin biosynthetic process
ZLC06G0027140	coumarin biosynthetic process
ZLC06G0027140	unidimensional cell growth
ZLC06G0027140	flower development
ZLC06G0027140	response to light stimulus
ZLC06G0027150	gibberellin biosynthetic process
ZLC06G0027150	coumarin biosynthetic process
ZLC06G0027150	unidimensional cell growth
ZLC06G0027150	flower development
ZLC06G0027150	response to light stimulus
ZLC06G0027160	RNA modification
ZLC06G0027160	cellular process
ZLC06G0027180	chromatin looping
ZLC06G0027180	chromatin remodeling
ZLC06G0027180	proteolysis
ZLC06G0027190	DNA-templated transcription
ZLC06G0027200	transcription by RNA polymerase V
ZLC06G0027200	transcription by RNA polymerase IV
ZLC06G0027200	plastid transcription
ZLC06G0027200	mitochondrial transcription
ZLC06G0027200	transcription by RNA polymerase I
ZLC06G0027200	transcription by RNA polymerase III
ZLC06G0027200	transcription by RNA polymerase II
ZLC06G0027200	mRNA splicing, via spliceosome
ZLC06G0027210	RNA modification
ZLC06G0027210	cellular process
ZLC06G0027240	actin filament depolymerization
ZLC06G0027240	petal development
ZLC06G0027240	defense response
ZLC06G0027250	microtubule-based process
ZLC06G0027250	cytoskeleton organization
ZLC06G0027250	mitotic cell cycle
ZLC06G0027250	rRNA base methylation
ZLC06G0027300	cytoplasmic translation
ZLC06G0027320	jasmonic acid mediated signaling pathway
ZLC06G0027320	ubiquitin-dependent protein catabolic process
ZLC06G0027320	protein ubiquitination
ZLC06G0027320	proteasomal protein catabolic process
ZLC06G0027330	MAPK cascade
ZLC06G0027330	transmembrane transport
ZLC06G0027340	regulation of DNA-templated transcription
ZLC06G0027350	protein refolding
ZLC06G0027370	regulation of transcription by RNA polymerase II
ZLC06G0027380	response to stress
ZLC06G0027380	response to fungus
ZLC06G0027380	vesicle-mediated transport
ZLC06G0027400	positive regulation of systemic acquired resistance
ZLC06G0027400	L-pipecolic acid biosynthetic process
ZLC06G0027400	systemic acquired resistance
ZLC06G0027410	green leaf volatile biosynthetic process
ZLC06G0027410	regulation of leaf development
ZLC06G0027410	regulation of photomorphogenesis
ZLC06G0027410	response to red light
ZLC06G0027410	regulation of photoperiodism, flowering
ZLC06G0027410	entrainment of circadian clock by photoperiod
ZLC06G0027410	response to blue light
ZLC06G0027410	circadian regulation of gene expression
ZLC06G0027430	protein folding
ZLC06G0027430	protein stabilization
ZLC06G0027430	cellular response to heat
ZLC06G0027440	methylation
ZLC06G0027440	biosynthetic process
ZLC06G0027440	cellular process
ZLC06G0027450	xanthophyll biosynthetic process
ZLC06G0027450	carotene metabolic process
ZLC06G0027470	regulation of cell cycle
ZLC06G0027500	G1/S transition of mitotic cell cycle
ZLC06G0027500	cell division
ZLC06G0027550	respiratory electron transport chain
ZLC06G0027580	recognition of pollen
ZLC06G0027580	chromatin remodeling
ZLC06G0027590	transmembrane transport
ZLC06G0027610	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
ZLC06G0027610	cellular process
ZLC06G0027650	defense response
ZLC06G0027690	regulation of DNA-templated transcription
ZLC06G0027690	defense response
ZLC06G0027690	ethylene-activated signaling pathway
ZLC06G0027700	phosphate ion transport
ZLC06G0027700	transmembrane transport
ZLC06G0027700	response to symbiotic fungus
ZLC06G0027700	arbuscular mycorrhizal association
ZLC06G0027710	RNA-templated DNA biosynthetic process
ZLC06G0027710	cellular oxidant detoxification
ZLC06G0027710	proteolysis
ZLC06G0027720	phosphate ion transport
ZLC06G0027720	transmembrane transport
ZLC06G0027720	response to symbiotic fungus
ZLC06G0027720	arbuscular mycorrhizal association
ZLC06G0027740	tetrahydrofolylpolyglutamate biosynthetic process
ZLC06G0027740	dihydrofolate biosynthetic process
ZLC06G0027740	embryo development ending in seed dormancy
ZLC06G0027750	endoplasmic reticulum mannose trimming
ZLC06G0027750	carbohydrate metabolic process
ZLC06G0027750	cellular process
ZLC06G0027760	microtubule-based process
ZLC06G0027770	regulation of RNA splicing
ZLC06G0027770	seed germination
ZLC06G0027770	regulation of mRNA processing
ZLC06G0027770	regulation of translation
ZLC06G0027800	glycolytic process
ZLC06G0027800	spermidine biosynthetic process
ZLC06G0027800	trehalose biosynthetic process
ZLC06G0027800	vacuolar transport
ZLC06G0027810	protein folding
ZLC06G0027810	response to stress
ZLC06G0027820	translational elongation
ZLC06G0027820	seed trichome initiation
ZLC06G0027820	seed trichome elongation
ZLC06G0027830	ubiquitin-dependent protein catabolic process
ZLC06G0027830	protein ubiquitination
ZLC06G0027830	cellular process
ZLC06G0027840	calcium-mediated signaling
ZLC06G0027870	cell wall modification
ZLC06G0027870	pectin catabolic process
ZLC06G0027890	translation
ZLC06G0027900	translational elongation
ZLC06G0027910	nucleosome assembly
ZLC06G0027920	translational elongation
ZLC06G0027920	seed trichome initiation
ZLC06G0027920	seed trichome elongation
ZLC06G0027940	proton motive force-driven ATP synthesis
ZLC06G0027940	proton transmembrane transport
ZLC06G0027950	transmembrane transport
ZLC06G0027960	endosome organization
ZLC06G0027960	vesicle docking involved in exocytosis
ZLC06G0027960	vacuole organization
ZLC06G0027960	organelle fusion
ZLC06G0027970	endosome organization
ZLC06G0027970	vesicle docking involved in exocytosis
ZLC06G0027970	vacuole organization
ZLC06G0027970	organelle fusion
ZLC06G0027970	intracellular protein transport
ZLC06G0027970	root morphogenesis
ZLC06G0028000	phospholipid transport
ZLC06G0028030	MAPK cascade
ZLC06G0028030	positive regulation of response to salt stress
ZLC06G0028030	response to water deprivation
ZLC06G0028030	defense response to fungus
ZLC06G0028030	response to cold
ZLC06G0028030	defense response to bacterium
ZLC06G0028030	response to UV
ZLC06G0028030	response to wounding
ZLC06G0028030	priming of cellular response to stress
ZLC06G0028030	camalexin metabolic process
ZLC06G0028030	indole phytoalexin biosynthetic process
ZLC06G0028030	response to L-glutamate
ZLC06G0028030	inflorescence development
ZLC06G0028030	response to chitin
ZLC06G0028030	pollen tube guidance
ZLC06G0028030	plant ovule development
ZLC06G0028030	pollen-pistil interaction
ZLC06G0028030	pollen development
ZLC06G0028030	response to osmotic stress
ZLC06G0028030	response to oxidative stress
ZLC06G0028030	sulfur compound biosynthetic process
ZLC06G0028040	hydrogen peroxide catabolic process
ZLC06G0028040	cellular response to oxidative stress
ZLC06G0028040	response to reactive oxygen species
ZLC06G0028040	cellular oxidant detoxification
ZLC06G0028050	cellular response to oxidative stress
ZLC06G0028050	hydrogen peroxide catabolic process
ZLC06G0028050	response to reactive oxygen species
ZLC06G0028050	cellular oxidant detoxification
ZLC06G0028050	lignin biosynthetic process
ZLC06G0028050	embryo development ending in seed dormancy
ZLC06G0028050	response to heat
ZLC06G0028070	protein ubiquitination
ZLC06G0028070	cellular process
ZLC06G0028080	tRNA processing
ZLC06G0028090	lipid metabolic process
ZLC06G0028090	cellular process
ZLC06G0028090	monoatomic cation transport
ZLC06G0028140	Golgi to plasma membrane transport
ZLC06G0028140	exocytosis
ZLC06G0028160	mRNA transport
ZLC06G0028160	nucleocytoplasmic transport
ZLC06G0028160	protein transport
ZLC06G0028170	cell cycle G1/S phase transition
ZLC06G0028170	auxin-activated signaling pathway
ZLC06G0028170	regulation of cell growth
ZLC06G0028170	regulation of cell division
ZLC06G0028170	rRNA processing
ZLC06G0028180	chromatin remodeling
ZLC06G0028180	regulation of transcription by RNA polymerase II
ZLC06G0028180	abscisic acid-activated signaling pathway
ZLC06G0028180	regulation of intracellular signal transduction
ZLC06G0028210	asparagine biosynthetic process
ZLC06G0028220	response to fungus
ZLC06G0028240	NADH oxidation
ZLC06G0028260	lipid metabolic process
ZLC06G0028260	monocarboxylic acid biosynthetic process
ZLC06G0028270	lipid metabolic process
ZLC06G0028270	monocarboxylic acid biosynthetic process
ZLC06G0028280	release of sequestered calcium ion into cytosol
ZLC06G0028280	phosphatidylinositol-mediated signaling
ZLC06G0028280	lipid catabolic process
ZLC06G0028280	pyridoxal phosphate biosynthetic process
ZLC06G0028290	actin filament polymerization
ZLC06G0028290	Arp2/3 complex-mediated actin nucleation
ZLC06G0028360	intracellular calcium ion homeostasis
ZLC06G0028360	calcium ion transmembrane transport
ZLC06G0028360	proton transmembrane transport
ZLC06G0028370	cytokinin biosynthetic process
ZLC06G0028370	tRNA modification
ZLC06G0028400	thiamine biosynthetic process
ZLC06G0028400	response to vitamin B1
ZLC06G0028410	response to endoplasmic reticulum stress
ZLC06G0028410	protein folding
ZLC06G0028420	proteolysis
ZLC06G0028420	cellular process
ZLC06G0028430	glucan catabolic process
ZLC06G0028430	cellular process
ZLC06G0028440	carbohydrate transmembrane transport
ZLC06G0028450	glucan catabolic process
ZLC06G0028450	cellular process
ZLC06G0028470	flavonoid biosynthetic process
ZLC06G0028470	methylation
ZLC06G0028470	cellular process
ZLC06G0028470	protein metabolic process
ZLC06G0028490	defense response
ZLC06G0028510	poly(A)-dependent snoRNA 3'-end processing
ZLC06G0028510	nuclear mRNA surveillance
ZLC06G0028510	U4 snRNA 3'-end processing
ZLC06G0028510	rRNA catabolic process
ZLC06G0028520	pollen development
ZLC06G0028550	copper ion transmembrane transport
ZLC06G0028590	hormone-mediated signaling pathway
ZLC06G0028590	defense response to other organism
ZLC06G0028610	mitochondrial electron transport, ubiquinol to cytochrome c
ZLC06G0028610	proton transmembrane transport
ZLC06G0028640	mitochondrial translation
ZLC06G0028660	homing of group II introns
ZLC06G0028660	mitochondrial mRNA processing
ZLC06G0028660	RNA-templated DNA biosynthetic process
ZLC06G0028670	homing of group II introns
ZLC06G0028670	mitochondrial mRNA processing
ZLC06G0028670	RNA-templated DNA biosynthetic process
ZLC06G0028720	homing of group II introns
ZLC06G0028720	mitochondrial mRNA processing
ZLC06G0028720	RNA-templated DNA biosynthetic process
ZLC06G0028760	ATP synthesis coupled electron transport
ZLC06G0028760	proton transmembrane transport
ZLC06G0028790	proton motive force-driven ATP synthesis
ZLC06G0028790	proton transmembrane transport
ZLC06G0028800	microtubule-based movement
ZLC06G0028840	microtubule-based process
ZLC06G0028840	cytoskeleton organization
ZLC06G0028840	mitotic cell cycle
ZLC06G0028860	defense response
ZLC06G0028860	response to other organism
ZLC06G0028860	programmed cell death
ZLC06G0028860	immune response
ZLC06G0028860	cellular response to stress
ZLC06G0028870	plant-type hypersensitive response
ZLC06G0028890	mitochondrial electron transport, ubiquinol to cytochrome c
ZLC06G0028910	defense response
ZLC06G0028910	response to other organism
ZLC06G0028910	hormone-mediated signaling pathway
ZLC06G0028930	defense response
ZLC06G0028930	response to other organism
ZLC06G0028970	nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay
ZLC06G0028970	RNA fragment catabolic process
ZLC06G0028970	positive regulation of wax biosynthetic process
ZLC06G0028970	response to potassium ion
ZLC06G0028970	post-transcriptional gene silencing
ZLC06G0028970	potassium ion transport
ZLC06G0028970	positive regulation of cellular process
ZLC06G0028970	cellular process
ZLC06G0028980	translation
ZLC06G0028990	regulation of transcription by RNA polymerase II
ZLC06G0029010	copper ion transmembrane transport
ZLC06G0029030	vesicle-mediated transport
ZLC06G0029050	chromatin remodeling
ZLC06G0029050	regulation of transcription by RNA polymerase II
ZLC06G0029050	red light signaling pathway
ZLC06G0029050	gibberellic acid mediated signaling pathway
ZLC06G0029060	positive regulation of nuclear-transcribed mRNA poly(A) tail shortening
ZLC06G0029060	positive regulation of translational initiation
ZLC06G0029060	transcription initiation at RNA polymerase II promoter
ZLC06G0029060	nuclear-transcribed mRNA catabolic process
ZLC06G0029060	transcription by RNA polymerase V
ZLC06G0029060	transcription by RNA polymerase IV
ZLC06G0029060	plastid transcription
ZLC06G0029060	mitochondrial transcription
ZLC06G0029060	transcription by RNA polymerase I
ZLC06G0029060	transcription by RNA polymerase III
ZLC06G0029070	phosphatidylinositol phosphate biosynthetic process
ZLC06G0029090	lipid transport
ZLC06G0029110	lipid biosynthetic process
ZLC06G0029110	4-alpha-methyl-delta7-sterol oxidation
ZLC06G0029110	sterol metabolic process
ZLC06G0029110	organic hydroxy compound biosynthetic process
ZLC06G0029110	embryo development ending in seed dormancy
ZLC06G0029140	NAD metabolic process
ZLC06G0029150	circadian rhythm
ZLC06G0029170	RNA modification
ZLC06G0029170	cellular process
ZLC06G0029200	RNA modification
ZLC06G0029200	cellular process
ZLC06G0029210	green leaf volatile biosynthetic process
ZLC06G0029210	regulation of DNA-templated transcription
ZLC06G0029220	regulation of translation
ZLC06G0029260	protein ubiquitination
ZLC06G0029260	cellular process
ZLC06G0029270	zinc ion transmembrane transport
ZLC06G0029280	shoot system development
ZLC06G0029280	negative regulation of cell population proliferation
ZLC06G0029300	proteolysis
ZLC06G0029300	cellular process
ZLC06G0029320	green leaf volatile biosynthetic process
ZLC06G0029340	maturation of 5.8S rRNA
ZLC06G0029390	plant-type cell wall organization
ZLC06G0029390	anatomical structure morphogenesis
ZLC06G0029400	gene silencing by siRNA-directed DNA methylation
ZLC06G0029400	DNA metabolic process
ZLC06G0029430	response to hormone
ZLC06G0029430	regulation of DNA-templated transcription
ZLC06G0029440	gene silencing by siRNA-directed DNA methylation
ZLC06G0029510	rejection of self pollen
ZLC06G0029530	cytokinin biosynthetic process
ZLC06G0029530	tRNA modification
ZLC06G0029540	regulation of flower development
ZLC06G0029600	glyceraldehyde-3-phosphate biosynthetic process
ZLC06G0029600	glycerol catabolic process
ZLC06G0029600	gluconeogenesis
ZLC06G0029600	glycolytic process
ZLC06G0029640	protein import into chloroplast stroma
ZLC06G0029640	amino acid transmembrane transport
ZLC06G0029640	response to sucrose
ZLC06G0029640	response to jasmonic acid
ZLC06G0029640	response to glucose
ZLC06G0029640	response to cold
ZLC06G0029640	response to wounding
ZLC06G0029640	monoatomic ion transport
ZLC06G0029720	regulation of transcription by RNA polymerase II
ZLC06G0029750	chloroplast accumulation movement
ZLC06G0029750	chloroplast avoidance movement
ZLC06G0029810	nucleosome assembly
ZLC06G0029810	response to water deprivation
ZLC06G0029820	nucleosome assembly
ZLC06G0029820	response to water deprivation
ZLC06G0029830	nucleosome assembly
ZLC06G0029840	nucleosome assembly
ZLC06G0029840	response to water deprivation
ZLC06G0029850	nucleosome assembly
ZLC06G0029860	nucleosome assembly
ZLC06G0029860	response to water deprivation
ZLC06G0029920	transmembrane transport
ZLC06G0029920	regulation of secondary shoot formation
ZLC06G0029920	hormone transport
ZLC06G0029960	rRNA processing
ZLC06G0029960	cell plate formation involved in plant-type cell wall biogenesis
ZLC06G0029960	phragmoplast assembly
ZLC06G0029960	translational initiation
ZLC06G0029970	actin filament depolymerization
ZLC06G0029970	reproductive structure development
ZLC06G0029970	post-embryonic development
ZLC06G0029970	trichome differentiation
ZLC06G0029970	unidimensional cell growth
ZLC06G0029970	phyllome development
ZLC06G0029970	cellular process involved in reproduction in multicellular organism
ZLC06G0029980	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
ZLC06G0029980	defense response to other organism
ZLC06G0029980	cellular process
ZLC06G0030020	transmembrane transport
ZLC06G0030020	glutamine transport
ZLC06G0030020	seed development
ZLC06G0030020	L-glutamate import
ZLC06G0030020	import into cell
ZLC06G0030030	cell surface receptor signaling pathway
ZLC06G0030030	chromatin remodeling
ZLC06G0030040	cell surface receptor signaling pathway
ZLC06G0030040	chromatin remodeling
ZLC06G0030050	cell surface receptor signaling pathway
ZLC06G0030050	chromatin remodeling
ZLC06G0030060	cell surface receptor signaling pathway
ZLC06G0030060	chromatin remodeling
ZLC06G0030100	exocytosis
ZLC06G0030140	green leaf volatile biosynthetic process
ZLC06G0030140	regulation of DNA-templated transcription
ZLC06G0030160	green leaf volatile biosynthetic process
ZLC06G0030160	regulation of DNA-templated transcription
ZLC06G0030180	3'-phosphoadenosine 5'-phosphosulfate transport
ZLC06G0030180	nucleotide transmembrane transport
ZLC06G0030180	purine-containing compound transmembrane transport
ZLC06G0030190	exocytosis
ZLC06G0030190	protein transport
ZLC06G0030230	terpenoid metabolic process
ZLC06G0030230	pigment biosynthetic process
ZLC06G0030230	isoprenoid biosynthetic process
ZLC06G0030260	indole alkaloid biosynthetic process
ZLC06G0030260	isoprenoid biosynthetic process
ZLC06G0030340	fatty acid biosynthetic process
ZLC06G0030360	chromatin remodeling
ZLC06G0030370	chloroplast-nucleus signaling pathway
ZLC06G0030370	mitochondria-nucleus signaling pathway
ZLC06G0030370	mitochondrion organization
ZLC06G0030370	protein ubiquitination
ZLC06G0030370	RNA processing
ZLC06G0030400	defense response
ZLC06G0030400	response to other organism
ZLC06G0030400	intracellular signal transduction
ZLC06G0030410	RNA modification
ZLC06G0030410	cellular process
ZLC06G0030420	protein stabilization
ZLC06G0030430	intracellular protein transport
ZLC06G0030440	chloroplast-nucleus signaling pathway
ZLC06G0030440	mitochondria-nucleus signaling pathway
ZLC06G0030440	mitochondrion organization
ZLC06G0030440	RNA processing
ZLC06G0030450	defense response
ZLC06G0030450	response to other organism
ZLC06G0030450	programmed cell death
ZLC06G0030450	immune response
ZLC06G0030450	cellular response to stress
ZLC06G0030460	protein ubiquitination
ZLC06G0030460	regulation of response to salt stress
ZLC06G0030460	regulation of reactive oxygen species biosynthetic process
ZLC06G0030460	cellular response to osmotic stress
ZLC06G0030460	regulation of endocytosis
ZLC06G0030500	plant-type hypersensitive response
ZLC06G0030510	mitochondrion organization
ZLC06G0030510	RNA processing
ZLC06G0030580	actin filament bundle assembly
ZLC06G0030580	establishment or maintenance of cell polarity
ZLC06G0030580	cell migration
ZLC06G0030580	polysaccharide catabolic process
ZLC06G0030620	calcium-mediated signaling
ZLC06G0030620	hyperosmotic salinity response
ZLC06G0030620	regulation of potassium ion transport
ZLC06G0030620	monoatomic ion homeostasis
